,data,target
1239,"elly may versus barbie: beverly hillbilly sues mattel the woman who portrayed elly may clampett in the 1960s tv series ""the beverly hillbillies"" sued mattel inc. over the toy maker's production of a barbie doll that she says looks like her. http://feeds.reuters.com/~r/reuters/entertainment/~3/9yimhoozxou/us-hillbillies-ellymay-idustre7456s620110506",5
1240,lady gaga sells 1.1 million; scotty mccreery debuts at no. 12 lady gaga sold 1.1 million copies of born this way in the album's debut week. a compilation of american idol winner scotty mccreery's studio ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/ccl6sybmfxc/1,5
1241,"revamped ""spider-man"" musical returns to ny stage the critics are yet to react, but a rejigged version of ""spider-man"" -- broadway's most expensive musical -- has returned to the stage with so far none of the technical catastrophes that plagued it in the past. http://feeds.reuters.com/~r/reuters/entertainment/~3/dgtb-izduey/us-stage-spiderman-idustre74c5mk20110513",5
1242,"paul simon feels 'spider-man' producers' pain paul simon has yet to see broadway's 'spider-man: turn off the dark,' but the troubled production ""reminds me a lot of what i went through,"" ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/4qosntiqasc/1",5
1243,"'the killing': a taut, textured tale the americanized version of a popular danish mystery series is a brilliant transfer. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/kpdu0b7plgy/2011-04-01-thekilling01_st_n.htm",5
1244,"bryan cranston to play mayor in ""rock of ages"" bryan cranston is the latest addition to the cast of the rock musical ""rock of ages."" http://feeds.reuters.com/~r/reuters/entertainment/~3/yrcr00irrg8/us-cranston-idustre74101k20110502",5
1245,israeli pm cancels meeting with justin bieber the teen heartthrob says he has holed himself up in his hotel in israel to escape the country's notoriously aggressive paparazzi. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/symnqd9poqo/2011-04-13-bieber_n.htm,5
1246,"cheryl cole not the only sour note for cowell's ""x factor"" ""american idol"" made simon cowell a household name in the united states, but the prickly british music svengali is hitting some flat notes as he tries to launch his own tv singing competition. http://feeds.reuters.com/~r/reuters/entertainment/~3/k09wrobfvmc/us-xfactor-idustre7507y620110601",5
1247,steven soderbergh plans to retire from filmmaking steven soderbergh says he's done with hollywood. http://feeds.reuters.com/~r/reuters/entertainment/~3/ps2t01oq_fo/us-soderbergh-idustre72d18o20110314,5
1248,"kim kardashian's nuptials: 'royal wedding number two' you know kim kardashian isn't planning a small, intimate affair for her summer marriage to kris humphries. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/zashxgmidz4/1",5
1249,"some clues to hasty exit at the public theater clues about the departure of the executive director, andrew d. hamingson, point to anger about costly show transfers. http://feeds.nytimes.com/click.phdo?i=57e7ea9fb1fa8690153225edfe9ffeff",5
1250,theater listings: may 27 ' june 2 a selection of previews and openings. http://feeds.nytimes.com/click.phdo?i=6acfa19713f6ae5d2fc7575a00bdc8f5,5
1251,"critic's corner monday: sheryl crow salutes the presidents america's four surviving former presidents, jimmy carter, george h.w. bush, bill clinton and george w. bush, gather for nbc's all together now: ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/56w_pokqfau/2011-03-27-critics-corner_n.htm",5
1252,"autopsy conducted on randy 'macho man' savage an autopsy was conducted on randy 'macho man' savage over the weekend, but results are pending as funeral plans are being finalized. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/tmodkp4yfkq/1",5
1253,"book buzz: john grisham's 'theodore boone' arrives june 7 john grisham is about to release his second book for young readers, and once again, the subject matter is anything but kid stuff. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/bujqndgl7we/2011-03-17-buzz17_st_n.htm",5
1254,first lady encouraging women to go into diplomacy michelle obama is using german chancellor angela merkel's visit to the white house as an opportunity to encourage more women to go into dipl ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/otxiyghqwpa/1,5
1255,"theater review | 'sleeping beauty wakes': a fairy tale, updated without ambien 'sleeping beauty wakes,' a musical that sets the fairy tale in modern times, finds the heroine enamored of a hospital orderly with his own sleep problems. http://feeds.nytimes.com/click.phdo?i=a455efc679d0e24ae05dcd1b6e71bcc7",5
1256,bob dylan denies censorship of china shows rock legend bob dylan took to his website on friday to dispute accusations he bowed to censorship for his first ever concerts in china last month. http://feeds.reuters.com/~r/reuters/entertainment/~3/vbc-qbbutvg/us-bobdylan-idustre74b64a20110513,5
1257,"""like a rolling stone"" dylan's best song no reason to get excited, as bob dylan once sang, but the bard's 1965 anthem ""like a rolling stone"" has been declared his greatest song by none other than rolling stone magazine. http://feeds.reuters.com/~r/reuters/entertainment/~3/hyrzwyjikta/us-bobdylan-idustre74b64a20110512",5
1258,"chaz bono transitions from chastity to his real self ""i was forced on stage at age two,"" says chaz bono, only child of sonny and cher, of life with the pop stars' during their heyday in the 1970s. ""i looked retarded."" http://feeds.reuters.com/~r/reuters/entertainment/~3/lkmoccabu7q/us-chazbono-idustre7484tg20110509",5
1259,"theater review | 'war horse': a boy and his steed, far from humane society 'war horse,' the hit london play about the horrors of world war i, and its captivating star come to life at lincoln center. http://feeds.nytimes.com/click.phdo?i=661b3409c7a665cd0c344d0f803c0da4",5
1260,"michael douglas: catherine zeta-jones was 'outed' michael douglas sat down for an interview with oprah winfrey, slated to air tuesday. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/tdnzpk_doqy/1",5
1261,"'idol' wrap: now, then and sheryl crow according to randy jackson, three of the remaining five american idol singers -- james durbin, scotty mccreery and lauren alaina -- are ""in it ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/r80teixg1vg/1",5
1262,"mom on selena gomez series: justin bieber is 'a sweetheart' maria canals-barrera, the actress who plays the mother to selena gomez's character on disney's wizards of waverly place, likes justin bieber ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/pbe-pkc53na/1",5
1263,"jennifer hudson writing weight-loss memoir the pounds have come off, and now the words will flow from oscar winner jennifer hudson. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/uvat18v0jh4/1",5
1264,"olivia wilde weighs in on timberlake romance rumors are olivia wilde and justin timberlake in a hot, new romance? see what wilde says. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/c_mozmcdq4a/1",5
1265,"the twisty road to uganda and broadway the smash broadway musical 'the book of mormon' took a tortuous route to the stage, including the departure of a director, before earning 14 tony nominations. http://feeds.nytimes.com/click.phdo?i=1b3611dc622163cdee27767079810236",5
1266,"tom hooper: from royalty to rum ah, auteurs and their ads. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/hv4hay67cgw/1",5
1267,"stefano langone never wanted to win ""american idol"" eliminated ""american idol"" contestant stefano langone said on friday he never wanted to win the talent show, but saw it as a way to launch his own musical career. http://feeds.reuters.com/~r/reuters/entertainment/~3/fwucvmp_2ny/us-americanidol-idustre73j6dx20110422",5
1268,"""american idol"" mulls voting tweaks to fix boy bias ""american idol"" producers said on wednesday they are considering tweaking the voting system on the top-rated tv contest to correct a bias toward male contestants by the show's largely female audience. http://feeds.reuters.com/~r/reuters/entertainment/~3/bvcru1uiy_8/us-americanidol-idustre73j6dx20110420",5
1269,"justin bieber among stars praying for sean kingston justin bieber, rihanna and other stars are expressing their well wishes to fellow entertainer sean kingston, who is in a florida hospital after ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/y_36m1pa1ja/1",5
1270,'rio' roosts at top of the box office again it was the second straight no. 1 weekend for the comedy as easter was kind to cartoons. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/w0tvavuuykg/2011-04-25-boxoffice25_st_n.htm,5
1271,"cannes q&a: ""pirates"" director rob marshall having established his directing bona fides with screen adaptations of the musicals ""chicago"" and ""nine,"" rob marshall steps into the action arena for the first time with disney's big-budget summer sequel ""pirates of the caribbean: on stranger tides."" he spoke to thr about the film prior to its cannes premiere on saturday. http://feeds.reuters.com/~r/reuters/entertainment/~3/iy77yqwctcm/us-robmarshall-idustre74c6dn20110513",5
1272,"dr. dre wins judgment over ""chronic"" reissue dr. dre has emerged victorious in a lawsuit against his former label, which put out a new version of his iconic album ""the chronic"" and a greatest hits collection, without his permission. http://feeds.reuters.com/~r/reuters/entertainment/~3/cqituhwejya/us-drdre-idustre73k05s20110421",5
1273,oprah tapes final show today it's confirmed: oprah has opted not to go live for the grand finale of 'the oprah winfrey show' tomorrow. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/coo1ps_y6fm/1,5
1274,"harrelson latest to sign on for hbo's ""game change"" two time oscar nominee woody harrelson has been cast as steve schmidt, john mccain's senior campaign strategist and advisor in hbo's upcoming political film, ""game change."" http://feeds.reuters.com/~r/reuters/entertainment/~3/4gaskdx5thk/us-woodyharrelson-idustre72o75420110325",5
1275,"romance writers are feeling royally inspired with prince william's wedding nearing, new novels pull couples from british history. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/rxnndohswmi/2011-04-18-royalromance18_st_n.htm",5
1276,"a barrage of weiner jokes is mustered up the new york congressman is in hot water, but he's still ripe for laughs. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/dgs5csgpus0/2011-06-07-weiner-jokes_n.htm",5
1277,"theater review | 'future anxiety': no shades needed in not-so-bright future humor is found in the grim setting of a not-so-distant time in laurel haines's 'future anxiety,' now at the flea theater in tribeca. http://feeds.nytimes.com/click.phdo?i=ed4635a510a004c3fcb7a542ff116dab",5
1278,"why did pia toscano leave 'idol' so soon? let's try to make some sense of what happened thursday. the conventional complaints about voting might explain why pia toscano wouldn't win, ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/eiqhbnlc6bi/1",5
1279,"a lively documentary about avoiding death it's a huge subject, vital to every living person in the world -- what it means to grow old and how one can cheat or at least postpone mortality. http://feeds.reuters.com/~r/reuters/entertainment/~3/xsqgasjfidk/us-film-live-idustre74b77l20110512",5
1280,"nbc renews ""office,"" ""parks and rec"" and ""community"" u.s. network nbc has renewed three of its thursday night comedies for next season. http://feeds.reuters.com/~r/reuters/entertainment/~3/lkqdwup5jl8/industry-us-nbcrenewals-idustre72g87u20110317",5
1281,"theater review | 'go back to where you are': from amphitheater bit player to god's errand boy in david greenspan's new play, 'go back to where you are,' he is also an actor, playing a demon traveling through time on a mission of salvation. http://feeds.nytimes.com/click.phdo?i=1be594c92453f40ad90f7b55f092152f",5
1282,"weinstein company responds to ""sabotage"" claims the weinstein company has officially responded to a lawsuit by two animated filmmakers who claim that harvey and bob weinstein botched the release of computer-animated movie ""escape from planet earth"" and then paid $500,000 in hush money to keep the dispute quiet on the verge of the academy awards. http://feeds.reuters.com/~r/reuters/entertainment/~3/esxdhtbb2sy/us-lawsuit-idustre7376wt20110408",5
1283,"'sleepless in seattle' musical to awaken at pasadena playhouse the stage version will largely re-tell the movie plot about a seattle widower, his son, and a woman who becomes obsessed with their heartbreak. http://feeds.nytimes.com/click.phdo?i=e140f2284302027b3055743de95fe096",5
1284,"britney is back, but can she compete with gaga? as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking. http://feeds.reuters.com/~r/reuters/entertainment/~3/cub5ncglriw/us-britneyspears-idustre72o6o520110328",5
1285,"britney is back, but can she compete with gaga? as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking. http://feeds.reuters.com/~r/reuters/entertainment/~3/dxexvfgeg0u/us-britneyspears-idustre72o6o520110329",5
1286,"""general hospital"" leads daytime emmy nominations soap opera ""general hospital"" scored the highest number of daytime emmy nominations on wednesday, including a nod for best daytime drama alongside canceled daytime soap ""all my children."" http://feeds.reuters.com/~r/reuters/entertainment/~3/9vlpvts2wrg/us-emmys-daytime-idustre74a6rv20110511",5
1287,"britney spears confirms ""surprise"" vegas concert britney spears has confirmed she will perform a ""surprise"" concert in las vegas friday night at the palms casino resort rain nightclub, which will be filmed for an upcoming mtv special. http://feeds.reuters.com/~r/reuters/entertainment/~3/ehtrpaoenhq/us-britneyspears-idustre72o6o520110325",5
1288,"britney is back, but can she compete with gaga? as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking. http://feeds.reuters.com/~r/reuters/entertainment/~3/q_mxwetscti/us-britneyspears-idustre72o6o520110327",5
1289,"spears, trawick make first red carpet appearance britney spears made her first red carpet appearance with her boyfriend jason trawick at the st. bernard project's ""southern style"" dinner in ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/mxwiz9unu1y/1",5
1290,"discovery banks on circus, swamp in new tv lineup discovery channel, home to a string of popular adventure and nature shows, will roll out a tv schedule next year featuring a circus family, woolly mammoths and reptile rescuers, among other oddities. http://feeds.reuters.com/~r/reuters/entertainment/~3/4xz12ov7y2o/us-discovery-television-idustre73d60f20110414",5
1291,"exclusive excerpt: john grisham's theo boone is back the stakes are higher than ever when theo's best friend april disappears, taken from her home in the middle of the night. a fevered manhunt for ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/rc5nefrvr5y/2011-05-01-john-grisham-theodore-boone-the-abduction-chapter-1_n.htm",5
1292,"on the verge: sleigh bells at bonnaroo the brooklyn-based duo brings its brand of dirty, loud indie pop to bonnaroo. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/cih0cfuehhg/2011-04-14-sleigh_bells_otv_n.htm",5
1293,"beyonce enjoys paris as new single arrives beyonce's new single, 'run the world (girls!),' hits radio and itunes today as the star and  hubby jay-z are enjoying paris. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/irtrxpyvvh4/1",5
1294,'sleep no more' photos from the interactive theater piece from the british company punchdrunk. http://feeds.nytimes.com/click.phdo?i=3cf83427a9fea35437b78b1a4e71f014,5
1295,o canada! alpha flight returns in point one issue an exclusive preview of the super-team's continuing adventures next month. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/ihm38wyzpny/2011-04-13-alphaflightpointone_n.htm,5
1296,"getting into the party mood for the royal wedding we are preparing for the street party on friday afternoon, and then going into london tonight to see if the mood is different there. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/wqbh6wsqllu/1",5
1297,"royal bride middleton is no diana, experts say few men would feel comfortable hearing their future wife compared to their mother. but that is what prince william would face week in, week out, had he the time and inclination to wade through the royal press cuttings. http://feeds.reuters.com/~r/reuters/entertainment/~3/hvzooytvdme/us-britain-wedding-diana-idustre7364ip20110407",5
1298,"bob marley exhibit opens on anniversary of death bob marley's battle with cancer ended in a miami hospital 30 years ago on wednesday, bringing to a premature close the life of reggae music's most important standard-bearer. http://feeds.reuters.com/~r/reuters/entertainment/~3/rzrwxhr2mxu/us-marley-idustre74a7ug20110511",5
1299,"mcconaughey finds age, parenthood impacting career best known for romantic comedies, matthew mcconaughey is doing what many men do when they reach their 40s and find fatherhood -- thinking more seriously about life and that has reflected in his work. http://feeds.reuters.com/~r/reuters/entertainment/~3/li6r2hs5emo/us-matthewmcconaughey-idustre72h86x20110320",5
1300,"bob marley exhibit opens on anniversary of death bob marley's battle with cancer ended in a miami hospital 30 years ago on wednesday, bringing to a premature close the life of reggae music's most important standard-bearer. http://feeds.reuters.com/~r/reuters/entertainment/~3/prdwop0dur0/us-marley-idustre74a7ug20110512",5
1301,guests flaunt fancy fascinators the headgear on the guests entering the abbey is a marvel to behold. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/4av8mrd0ccg/1,5
1302,"mcconaughey finds age, parenthood impacting career best known for romantic comedies, matthew mcconaughey is doing what many men do when they reach their 40s and find fatherhood -- thinking more seriously about life and that has reflected in his work. http://feeds.reuters.com/~r/reuters/entertainment/~3/3tzksdaoeyo/us-matthewmcconaughey-idustre72h86x20110318",5
1303,"tales of maupin, this time with music the test is whether the adaptation of the quintessential stories of san francisco in the 1970s has a life beyond the city. http://feeds.nytimes.com/click.phdo?i=41baf9f61a5aefa1f71c33d2ffcb4bae",5
1304,"retrospective highlights alexander mcqueen's career from an expertly tailored black silk jacket to a futuristic outfit, a retrospective at the metropolitan museum of art chronicles the extraordinary career of the late british fashion designer alexander mcqueen. http://feeds.reuters.com/~r/reuters/entertainment/~3/oukuhonkdb0/us-exhibitions-fashion-mcqueen-idustre7432ht20110504",5
1305,reese witherspoon impressed by robert pattinson newly married reese witherspoon says she could learn a thing or two about fame from water for elephants co-star robert pattinson. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/v3rvxz3nbyq/1,5
1306,"group claims elephant in witherspoon film was abused the 9,000-pound (4,100 kg) co-star of the new reese witherspoon drama ""water for elephants"" was abused by its trainers, according to a group that is urging a boycott of the movie. http://feeds.reuters.com/~r/reuters/entertainment/~3/cwr8drrtz1c/us-elephants-idustre74a04x20110511",5
1307,"book buzz: 'the 17 day diet' debuts at no. 4 dieters must subtract calories, but publishers adore adding numbers to diet book titles. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/tguh5e-sers/2011-03-24-buzz24_st_n.htm",5
1308,pete doherty goes to jail for cocaine possession musician pete doherty has been jailed for 6 months after pleading guilty to possession of cocaine. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/nutrkergv3c/2011-05-20-kate-moss-ex-pete-doherty-arrested-for-cocaine_n.htm,5
1309,"high-action vs. comical-romance 'snow white' next year which snow white will win your heart when two big-screen versions of the beloved fairy tale open next year? here's who's who, what's what. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/zdfeers5u3i/2011-06-13-snow-white-new--films-2012_n.htm",5
1310,"first look: adrianne palicki suits up for 'wonder woman' wowzers, wonder woman! actress adrianne palicki sure did pour herself into that costume as we get a first glimpse of the title character for ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/ho3zh6kgphg/1",5
1311,yo gabba gabba! to tour this fall yo gabba gabba! is heading back on the road this fall for an over 50-city tour across north america. http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/humwypava2i/1,5
1312,"lady gaga zips into central park ""you like to make an entrance, don't you!!"" said 'good morning america' co-host robin roberts this morning after lady gaga zip-lined onto the ... http://rssfeeds.usatoday.com/~r/usatoday-lifetopstories/~3/_kx6o8pk-zm/1",5
1313,beyond whiskers on kittens a look at musicals in development that aren't afraid to make audiences squirm. http://feeds.nytimes.com/click.phdo?i=586b8bd55d82b6c783c6abb202ec070e,5
1314,"bono, spielberg up for gorbachev awards irish rocker bono and google co-founder sergey brin have been nominated for a new prize created by former soviet president mikhail gorbachev to mark his 80th birthday, the organizers said. the ""mikhail gorbachev: the man who changed the world"" awards are named after his three major policies which became the buzzwords during his rule. http://feeds.reuters.com/~r/reuters/entertainment/~3/ytmof-w_vos/us-russia-gorbachev-bono-idustre72a72120110311",5
1315,"report: google planning overhaul of youtube google is planning to significantly revamp the video site to ""compete with broadcast and cable television,"" the wall street journal reports, ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/nz56bl1ojrq/1",6
1316,dinosaur trackway reveals new species around 125 dinosaur footprints found in trackway more than 100 million years old. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/xmgme1ws7n8/1,6
1317,ipad 2 online orders backlogged the ipad 2 saw the familiar long lines of consumers fighting to get into apple stores this weekend to be first on the block with the hot new ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/6kb2lkcmddg/1,6
1318,"online readership and ad revenue overtake newspapers for the first time, online readership and advertising revenue has surpassed that of print newspapers. http://feeds.reuters.com/~r/reuters/technologynews/~3/r75ez91znd8/us-media-readership-idustre72d0wc20110314",6
1319,"round up the usual c.e.o.'s a year after testifying in relation to the gulf oil spill, the oil industry's big five executives will appear before a senate panel to explain why they need more than $4 billion a year in tax breaks even as they rake in near-record profits. http://feeds.nytimes.com/click.phdo?i=31d86a796be9ff8874101c47b667b537",6
1320,"""homefront"" videogame sells 375,000 on first day video game maker thq inc said it sold 375,000 copies of its new military-themed video ""homefront"" on the first day of sales in north america. http://feeds.reuters.com/~r/reuters/technologynews/~3/mwplfl56rha/us-media-homefront-idustre72f9dr20110316",6
1321,can recipe search engines make you a better cook? the year has brought a rush of new recipe search engines designed to solve dining challenges. but will they evaluate the recipes the way a good cook would? http://feeds.nytimes.com/click.phdo?i=0594a441838ddbff259f6a6a0fef6f71,6
1322,analysis: what's so special about sony's massive data breach? the hacking of sony corp's playstation network has earned a place in the annals of internet crime. http://feeds.reuters.com/~r/reuters/technologynews/~3/tanmdzbuyem/us-sony-stolendata-idustre73r6xi20110428,6
1323,"climate change lowering wheat, corn yields global warming has lowered crop yields for corn and wheat between 3 and 5% since 1980, but not for soybeans and rice, a study published in the ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/02kykreilfo/1",6
1324,jvc everio gs-td1 3-d camcorder: cool but pricey the jvc everio gs-td1 is a first-rate 3-d camcorder that can produce videos practically guaranteed to give you a rise. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/sgvslogm1_g/2011-04-06-baig-jvc-gs-td1-3d-camcorder.htm,6
1325,astronauts pack up on next-to-last shuttle flight the space shuttle and its crew of six will depart the international space station late sunday night. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/irwmelzgws8/2011-05-28-space-shuttle_n.htm,6
1326,"bharti, aircel to launch apple's iphone 4 in india bharti airtel ltd, india's top mobile phone carrier, and its smaller rival aircel separately said on monday they would launch apple's iphone 4 in india in the coming months. http://feeds.reuters.com/~r/reuters/technologynews/~3/rj560zd0ade/us-india-bharti-iphone-idustre73a28v20110411",6
1327,"diy 'biopunks' want science in hands of people a growing movement of ""biohackers"" say cancer advances, genetic tests and cheap dna sequencing should be freely available and not just for academics ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/yiqcbe8_vuw/2011-06-01-science-biopunk-hacker_n.htm",6
1328,"electronic health records: green or polluter? electronic health records, according to a new study, can yield an environmental payoff. but the potential to reduce pollution depends on using the technology to change how work is done and care is delivered. http://feeds.nytimes.com/click.phdo?i=66711fb9a672ac0941dc3cba968367b3",6
1329,"3-d art for all: ready to print a brooklyn company sells consumer-grade 3-d printers and preaches an open-source mantra, empowering artists and creative aspirants. http://feeds.nytimes.com/click.phdo?i=5e443061f6a53c8da9ed86da4d36f6ba",6
1330,"review: foursquare a fun complement to city jaunts at first, i didn't see the point of foursquare, the mobile service that turns sharing your location with friends into a game of sorts. more than ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/duehhc9ojqo/2011-03-24-review-foursquare_n.htm",6
1331,space shuttle endeavour rolls out to launch pad for the last time endeavour and six astronauts are scheduled to blast off at 7:48 p.m. april 19. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/wjmor0ntkhe/2011-03-11-shuttle-endeavor_n.htm,6
1332,"h.p. dodges a thunderbolt hewlett-packard passes on intel's new thunderbolt connection. for now, that's not such a big deal. http://feeds.nytimes.com/click.phdo?i=771393895dd4d8abf3a3c2dc6638ab9d",6
1333,"boldness of shuttle test unlikely to be repeated columbia and its crew blasted off april 12, 1981, to begin three decades of shuttle missions with a first test flight that has been called the ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/qdywi5ercq0/2011-04-11-shuttle-anniversary_n.htm",6
1334,cheezburger network acquires know your meme the cheezburger network is about to get meatier; the lol behemoth just announced the acquisition of cataloger of internet culture know your  ... http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/-rdk2wfvmfq/1,6
1335,lawsuit: furniture rental company spies on pc users couple says they had no clue computer they rented was equipped with tracking technology. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/rjfwxqgaihi/2011-05-03-rental-computer-spyware_n.htm,6
1336,f.t.c. says intel stifles competition the agency asserted the chip maker systematically prevented rivals from selling their products by blocking access to the market. http://feeds.nytimes.com/click.phdo?i=532bf3af491d9148c53dee4721f4b629,6
1337,"on birds, twitter and teaching an experiment in using twitter as a tool for sharing insights on bird behavior. http://feeds.nytimes.com/click.phdo?i=d62c5fd308eac668b4013d44102a69ab",6
1338,amazon struggles to restore service for sites across internet most of the sites that were brought down by the outage on thursday were back up on friday. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/k1rgre4tq9i/2011-04-21-amazon-outage.htm,6
1339,"google invests $168m in solar energy project alternative power project aims to produce enough solar energy to light 140,000 homes. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/olpxen4nwjk/2011-04-11-google-solar-investment.htm",6
1340,'madden nfl 12' launching august 30 electronic arts revealed madden nfl 12 is launching on august 30. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/tbbjwhccdhs/1,6
1341,"nintendo adding eshop, web browser to 3ds in june nintendo is pushing back the release of a system update to its 3ds handheld that includes an online store and internet browser. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/04wwbfs86xy/1",6
1342,"welcome to the leaderboard each week, we'll feature a reader's leaderboard, breaking down their top five list on the topic of their choice. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/pa0wu-uopmi/1",6
1343,"we should have been safe with sony, say gamers sony playstation gamers expressed shock and disappointment on wednesday at a massive data hack in which their names, addresses and credit-card details might have been stolen from the playstation network. http://feeds.reuters.com/~r/reuters/technologynews/~3/euystbef9qa/us-sony-hacking-users-idustre73q3it20110427",6
1344,"nasa spacecraft now circling mercury  a first for the first time, earth has a regular orbiting eye-in-the-sky spying on the solar system's smallest and strangest planet, mercury. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/reyckxenvbk/2011-03-17-mercury_n.htm",6
1345,"apple co-founder wozniak says computers can teach kids apple co-founder steve wozniak has an idea that could help fix the u.s. public education system: computers, of course. http://feeds.reuters.com/~r/reuters/technologynews/~3/zlmyt2zn8n8/us-apple-wozniak-idustre7426s820110503",6
1346,north korea rejects south charge it was behind bank cyber attack north korea on sunday rejected allegations by the rival south that it was behind a cyber attack that paralyzed the computer network of a south korean bank last month and accused seoul of inventing a conspiracy to justify physical confrontation. http://feeds.reuters.com/~r/reuters/technologynews/~3/9wfvqrdbyzg/us-korea-north-hacking-idustre74e0s320110515,6
1347,"electronic arts: next 'nba' sim landing in 2012 electronic arts revealed it continues working on a nba simulation, with a target release date of fall 2012. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/ejcdmi7tpdm/1",6
1348,"who will reap the dividends of fuel economy? because the big three's light trucks and larger cars have farther to go, they have greater potential to add consumer value through improved fuel economy, a report says. http://feeds.nytimes.com/click.phdo?i=451f00d2a0b68fa56c99c555f711c7ff",6
1349,russia seeking april date for delayed space launch russian space officials hope to resolve a communications problem on a soyuz tma-21 rocket in time for it to carry a russian-american crew to the international space station in early april. http://feeds.reuters.com/~r/reuters/sciencenews/~3/qhggfni4phw/us-russia-space-usa-idustre72d2p620110315,6
1350,life at the edge of the verde island passage the verde island passage in the philippines lives up to its reputation: the ocean vibrates with the cycles of living things inhabiting every nook and cranny. http://feeds.nytimes.com/click.phdo?i=828928c59915ee108d5f5ae49835f5dc,6
1351,"russia delays soyuz flight to space station russia has delayed this month's launch of a soyuz capsule that is to carry u.s. and russian astronauts to the international space station (iss) due to technical problems, the russian space agency said on monday. http://feeds.reuters.com/~r/reuters/sciencenews/~3/lpwh5wvfv7c/us-russia-space-usa-idustre72d2p620110314",6
1352,"popcap launches small games label bejeweled and plants vs. zombies studio popcap games has launched a small games label for simpler, more experimental titles. http://rssfeeds.usatoday.com/~r/usatoday-techtopstories/~3/jylpw6-zfs4/1",6
